AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
44784,31-12-2019 05:00:00,06-01-2020 08:30:00,31-12-2019 05:00:00,31-12-2019 05:00:00,06-01-2020 08:30:00,06-01-2020 09:26:00,nl BVA-Automotive - 50/100
44892,25-12-2019 05:00:00,02-01-2020 07:15:00,25-12-2019 05:00:00,25-12-2019 05:00:00,02-01-2020 06:32:00,02-01-2020 09:24:00,de Standard en Standard nl Standaard biedranges
44894,09-01-2020 05:00:00,16-01-2020 07:00:00,09-01-2020 05:00:00,09-01-2020 05:00:00,16-01-2020 06:32:00,16-01-2020 10:00:00,de Standard en Standard nl Standaard biedranges
44929,06-01-2020 05:00:00,14-01-2020 06:30:00,06-01-2020 05:00:00,06-01-2020 05:00:00,14-01-2020 06:30:00,14-01-2020 10:30:00,de Standard en Standard nl Standaard biedranges
44953,09-01-2020 05:00:00,16-01-2020 06:00:00,09-01-2020 05:00:00,09-01-2020 05:00:00,16-01-2020 06:00:00,16-01-2020 08:40:00,de Standard en Standard nl Standaard biedranges
45080,29-01-2020 09:30:00,29-01-2020 09:45:00,29-01-2020 09:30:00,29-01-2020 09:30:00,29-01-2020 09:45:00,29-01-2020 09:45:00,nl Per 1000 ophogen
45089,09-01-2020 05:00:00,16-01-2020 08:00:00,09-01-2020 05:00:00,09-01-2020 05:00:00,16-01-2020 08:00:00,16-01-2020 11:41:00,de Standard en Standard nl Standaard biedranges
45091,08-01-2020 05:00:00,20-01-2020 07:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,20-01-2020 07:00:00,20-01-2020 08:16:00,de Standard en Standard nl Standaard biedranges
45104,24-12-2019 05:00:00,02-01-2020 06:30:00,24-12-2019 05:00:00,24-12-2019 05:00:00,02-01-2020 03:50:00,02-01-2020 07:36:00,de Standard en Standard nl Standaard biedranges
45106,24-01-2020 12:00:00,03-02-2020 07:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,03-02-2020 07:00:00,04-02-2020 01:40:00,de Standard en Standard nl Standaard biedranges
45163,11-01-2020 12:00:00,18-01-2020 08:00:00,11-01-2020 12:00:00,11-01-2020 12:00:00,18-01-2020 08:00:00,18-01-2020 10:03:00,de Standard en Standard nl Standaard biedranges
45166,14-01-2020 12:00:00,21-01-2020 07:00:00,14-01-2020 12:00:00,14-01-2020 12:00:00,21-01-2020 07:03:00,21-01-2020 09:11:00,de ART en ART fr ART nl Art & Antiques
45167,15-01-2020 12:00:00,22-01-2020 09:01:00,15-01-2020 12:00:00,15-01-2020 12:00:00,22-01-2020 09:00:00,22-01-2020 09:29:00,de Standard en Standard nl Standaard biedranges
45226,10-01-2020 11:00:00,13-01-2020 06:30:00,10-01-2020 11:00:00,10-01-2020 11:00:00,13-01-2020 06:35:00,13-01-2020 07:48:00,de Standard en Standard nl Standaard biedranges
45231,29-01-2020 05:00:00,13-02-2020 06:15:00,29-01-2020 05:00:00,29-01-2020 05:00:00,13-02-2020 06:15:00,13-02-2020 08:13:00,de Standard en Standard nl Standaard biedranges
45234,23-01-2020 05:00:00,30-01-2020 06:30:00,23-01-2020 05:00:00,23-01-2020 05:00:00,30-01-2020 06:32:00,30-01-2020 08:43:00,de Standard en Standard nl Standaard biedranges
45236,06-02-2020 05:00:00,13-02-2020 06:30:00,06-02-2020 05:00:00,06-02-2020 05:00:00,13-02-2020 06:43:00,13-02-2020 09:42:00,de Standard en Standard nl Standaard biedranges
45249,13-01-2020 05:00:00,27-01-2020 06:00:00,13-01-2020 05:00:00,13-01-2020 05:00:00,27-01-2020 06:00:00,27-01-2020 06:48:00,de Standard en Standard nl Standaard biedranges
45255,21-01-2020 11:00:00,22-01-2020 09:01:00,21-01-2020 11:00:00,21-01-2020 11:00:00,22-01-2020 09:01:00,22-01-2020 11:52:00,nl 1 Euro stappen
45322,22-01-2020 05:00:00,29-01-2020 04:00:00,22-01-2020 05:00:00,22-01-2020 05:00:00,29-01-2020 04:00:00,29-01-2020 09:42:00,de Standard en Standard nl Standaard biedranges
45334,11-02-2020 05:00:00,15-02-2020 04:15:00,11-02-2020 05:00:00,11-02-2020 05:00:00,15-02-2020 04:04:00,15-02-2020 06:36:00,nl 1 Euro stappen
45340,25-01-2020 05:00:00,02-02-2020 06:30:00,25-01-2020 05:00:00,25-01-2020 05:00:00,02-02-2020 06:04:00,02-02-2020 09:36:00,de Standard en Standard nl Standaard biedranges
45341,08-02-2020 05:00:00,16-02-2020 06:00:00,08-02-2020 05:00:00,08-02-2020 05:00:00,16-02-2020 06:00:00,16-02-2020 08:06:00,de Standard en Standard nl Standaard biedranges
45351,01-02-2020 05:00:00,09-02-2020 06:15:00,01-02-2020 05:00:00,01-02-2020 05:00:00,09-02-2020 06:04:00,09-02-2020 07:03:00,de Standard en Standard nl Standaard biedranges
45354,13-01-2020 05:00:00,20-01-2020 04:00:00,13-01-2020 05:00:00,13-01-2020 05:00:00,20-01-2020 04:00:00,20-01-2020 04:00:00,de Standard en Standard nl Standaard biedranges
45367,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:30:00,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:45:00,nl Per 1000 ophogen
45391,27-01-2020 12:00:00,03-02-2020 01:00:00,27-01-2020 12:00:00,27-01-2020 12:00:00,03-02-2020 01:01:00,03-02-2020 03:03:00,de ART en ART fr ART nl Art & Antiques
45454,15-01-2020 05:00:00,22-01-2020 07:30:00,15-01-2020 05:00:00,22-01-2020 08:18:00,22-01-2020 07:30:00,22-01-2020 08:44:00,nl Bva-Automotive
45458,17-01-2020 12:00:00,26-01-2020 10:02:00,17-01-2020 12:00:00,17-01-2020 12:00:00,26-01-2020 10:00:00,26-01-2020 12:08:00,de ART en ART fr ART nl Art & Antiques
45474,08-02-2020 06:00:00,09-02-2020 10:00:00,08-02-2020 06:00:00,08-02-2020 06:00:00,09-02-2020 10:00:00,09-02-2020 06:34:00,nl 1 Euro stappen
45476,27-01-2020 05:00:00,10-02-2020 06:45:00,27-01-2020 05:00:00,27-01-2020 05:00:00,10-02-2020 06:01:00,10-02-2020 08:30:00,de Standard en Standard nl Standaard biedranges
45503,29-01-2020 05:00:00,13-02-2020 06:00:00,29-01-2020 05:00:00,29-01-2020 05:00:00,13-02-2020 06:00:00,13-02-2020 09:34:00,de Standard en Standard nl Standaard biedranges
45515,22-01-2020 12:00:00,03-02-2020 07:01:00,22-01-2020 12:00:00,22-01-2020 12:00:00,03-02-2020 07:00:00,03-02-2020 08:16:00,de Standard en Standard nl Standaard biedranges
45607,12-02-2020 05:00:00,16-02-2020 08:30:00,12-02-2020 05:00:00,12-02-2020 05:00:00,16-02-2020 08:30:00,16-02-2020 09:46:00,nl Top Lots
45615,10-02-2020 12:00:00,17-02-2020 06:30:00,10-02-2020 12:00:00,10-02-2020 12:00:00,17-02-2020 06:37:00,17-02-2020 09:18:00,de Standard en Standard nl Standaard biedranges
45657,09-02-2020 02:00:00,10-02-2020 11:00:00,09-02-2020 02:00:00,09-02-2020 02:00:00,10-02-2020 11:02:00,10-02-2020 05:20:00,nl 1 Euro stappen
45662,13-02-2020 11:00:00,14-02-2020 09:01:00,13-02-2020 11:00:00,13-02-2020 11:00:00,14-02-2020 09:01:00,15-02-2020 12:09:00,nl 1 Euro stappen
45674,06-02-2020 05:01:00,13-02-2020 06:15:00,06-02-2020 05:01:00,06-02-2020 05:01:00,13-02-2020 06:01:00,13-02-2020 08:45:00,de Standard en Standard nl Standaard biedranges
45700,28-01-2020 12:00:00,11-02-2020 04:00:00,28-01-2020 12:00:00,28-01-2020 12:00:00,11-02-2020 04:06:00,11-02-2020 04:53:00,de Standard en Standard nl Standaard biedranges
45712,28-01-2020 09:00:00,06-02-2020 06:01:00,28-01-2020 09:00:00,28-01-2020 09:00:00,06-02-2020 06:01:00,06-02-2020 10:25:00,de Standard en Standard nl Standaard biedranges
45717,15-02-2020 05:01:00,23-02-2020 06:15:00,15-02-2020 05:01:00,15-02-2020 05:01:00,23-02-2020 06:15:00,23-02-2020 10:53:00,de Standard en Standard nl Standaard biedranges
45741,29-01-2020 03:00:00,05-02-2020 07:30:00,29-01-2020 03:00:00,29-01-2020 03:00:00,05-02-2020 07:30:00,05-02-2020 09:00:00,nl Bva-Automotive
45784,05-02-2020 12:00:00,12-02-2020 11:00:00,05-02-2020 12:00:00,05-02-2020 12:00:00,12-02-2020 11:00:00,12-02-2020 01:31:00,de Standard en Standard nl Standaard biedranges
45833,14-02-2020 05:00:00,27-02-2020 07:00:00,14-02-2020 05:00:00,14-02-2020 05:00:00,27-02-2020 07:00:00,27-02-2020 09:28:00,de Standard en Standard nl Standaard biedranges
45840,06-02-2020 05:00:00,12-02-2020 07:15:00,06-02-2020 05:00:00,12-02-2020 08:04:00,12-02-2020 07:15:00,12-02-2020 08:26:00,de Standard en Standard nl Standaard biedranges
45851,16-02-2020 02:00:00,17-02-2020 11:00:00,16-02-2020 02:00:00,16-02-2020 02:00:00,17-02-2020 11:00:00,17-02-2020 05:11:00,nl 1 Euro stappen
45878,14-02-2020 09:00:00,21-02-2020 02:00:00,14-02-2020 09:00:00,14-02-2020 09:00:00,21-02-2020 02:00:00,21-02-2020 03:09:00,de Standard en Standard nl Standaard biedranges
45945,05-02-2020 05:00:00,17-02-2020 03:15:00,05-02-2020 05:00:00,05-02-2020 05:00:00,17-02-2020 03:15:00,17-02-2020 04:34:00,de Standard en Standard nl Standaard biedranges
45974,06-02-2020 05:00:00,17-02-2020 06:45:00,06-02-2020 05:00:00,06-02-2020 05:00:00,17-02-2020 06:01:00,17-02-2020 09:54:00,de Standard en Standard nl Standaard biedranges
45977,10-02-2020 12:00:00,16-02-2020 07:00:00,10-02-2020 12:00:00,10-02-2020 12:00:00,16-02-2020 07:05:00,16-02-2020 09:35:00,de Standard en Standard nl Standaard biedranges
45999,13-02-2020 05:01:00,27-02-2020 06:45:00,13-02-2020 05:01:00,13-02-2020 05:01:00,27-02-2020 06:45:00,27-02-2020 08:40:00,de Standard en Standard nl Standaard biedranges
46017,10-02-2020 05:00:00,24-02-2020 02:00:00,10-02-2020 05:00:00,10-02-2020 05:00:00,24-02-2020 03:25:00,24-02-2020 03:25:00,de Standard en Standard nl Standaard biedranges
46079,17-02-2020 05:01:00,24-02-2020 07:00:00,17-02-2020 05:01:00,17-02-2020 05:01:00,24-02-2020 07:01:00,24-02-2020 08:08:00,de Standard en Standard nl Standaard biedranges
46125,15-02-2020 09:00:00,25-02-2020 07:00:00,15-02-2020 09:00:00,15-02-2020 09:00:00,25-02-2020 07:00:00,25-02-2020 09:16:00,de Standard en Standard nl Standaard biedranges
46156,15-02-2020 05:01:00,26-02-2020 07:30:00,15-02-2020 05:01:00,15-02-2020 05:01:00,26-02-2020 07:37:00,26-02-2020 08:54:00,de Standard en Standard nl Standaard biedranges
46207,21-02-2020 11:00:00,24-02-2020 07:00:00,21-02-2020 11:00:00,21-02-2020 11:00:00,24-02-2020 07:01:00,24-02-2020 08:06:00,de Standard en Standard nl Standaard biedranges
37596,26-12-2019 12:00:00,02-01-2020 12:00:00,26-12-2019 12:00:00,26-12-2019 12:00:00,02-01-2020 12:00:00,02-01-2020 03:54:00,de Standard en Standard nl Standaard biedranges
37599,17-01-2020 12:00:00,23-01-2020 07:00:00,17-01-2020 12:00:00,17-01-2020 12:00:00,23-01-2020 07:02:00,23-01-2020 10:18:00,de Standard en Standard nl Standaard biedranges
38219,07-01-2020 12:00:00,14-01-2020 11:00:00,07-01-2020 12:00:00,07-01-2020 12:00:00,14-01-2020 11:01:00,14-01-2020 01:34:00,de ART en ART fr ART nl Art & Antiques
42863,20-12-2019 05:00:00,03-01-2020 07:00:00,20-12-2019 05:00:00,20-12-2019 05:00:00,03-01-2020 07:00:00,03-01-2020 09:35:00,de Standard en Standard nl Standaard biedranges
43274,28-12-2019 05:00:00,05-01-2020 04:00:00,28-12-2019 05:00:00,28-12-2019 05:00:00,05-01-2020 04:00:00,05-01-2020 05:11:00,de Standard en Standard nl Standaard biedranges
44184,07-01-2020 05:00:00,11-01-2020 04:15:00,07-01-2020 05:00:00,07-01-2020 05:00:00,11-01-2020 04:01:00,11-01-2020 08:07:00,nl 1 Euro stappen
44190,31-12-2019 05:00:00,07-01-2020 04:01:00,31-12-2019 05:00:00,31-12-2019 05:00:00,07-01-2020 04:00:00,08-01-2020 12:11:00,de Standard en Standard nl Standaard biedranges
44313,28-12-2019 05:00:00,01-01-2020 08:00:00,28-12-2019 05:00:00,28-12-2019 05:00:00,01-01-2020 08:01:00,01-01-2020 09:09:00,nl Top Lots
44367,24-12-2019 05:00:00,02-01-2020 07:01:00,24-12-2019 05:00:00,24-12-2019 05:00:00,02-01-2020 07:00:00,02-01-2020 11:31:00,de Standard en Standard nl Standaard biedranges
44417,16-01-2020 05:00:00,23-01-2020 08:15:00,16-01-2020 05:00:00,16-01-2020 05:00:00,23-01-2020 08:15:00,23-01-2020 10:54:00,de Standard en Standard nl Standaard biedranges
44645,01-02-2020 05:00:00,09-02-2020 06:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,09-02-2020 06:00:00,09-02-2020 11:18:00,de Standard en Standard nl Standaard biedranges
44684,13-12-2019 05:00:00,13-01-2020 07:00:00,13-12-2019 05:00:00,13-01-2020 08:22:00,13-01-2020 07:01:00,13-01-2020 08:42:00,de Standard en Standard nl Standaard biedranges
44808,17-01-2020 10:00:00,18-02-2020 10:00:00,17-01-2020 10:00:00,17-01-2020 10:00:00,18-02-2020 10:00:00,18-02-2020 10:00:00,nl Inschrijving
44834,13-12-2019 05:00:00,09-01-2020 06:30:00,13-12-2019 05:00:00,09-01-2020 07:32:00,09-01-2020 06:01:00,09-01-2020 09:29:00,de Standard en Standard nl Standaard biedranges
44848,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44863,15-01-2020 11:30:00,15-01-2020 11:45:00,15-01-2020 11:30:00,15-01-2020 11:30:00,15-01-2020 11:45:00,15-01-2020 11:45:00,nl Per 1000 ophogen
44876,31-12-2019 02:00:00,01-01-2020 11:00:00,31-12-2019 02:00:00,31-12-2019 02:00:00,01-01-2020 11:00:00,01-01-2020 05:08:00,nl 1 Euro stappen
44877,01-01-2020 02:00:00,02-01-2020 11:00:00,01-01-2020 02:00:00,01-01-2020 02:00:00,02-01-2020 11:00:00,02-01-2020 05:04:00,nl 1 Euro stappen
44888,15-02-2020 09:00:00,24-02-2020 07:45:00,15-02-2020 09:00:00,15-02-2020 09:00:00,24-02-2020 07:45:00,24-02-2020 08:54:00,de Standard en Standard nl Standaard biedranges
44896,23-12-2019 05:00:00,09-01-2020 06:45:00,23-12-2019 05:00:00,23-12-2019 05:00:00,09-01-2020 06:01:00,09-01-2020 09:59:00,de Standard en Standard nl Standaard biedranges
44903,23-12-2019 05:00:00,06-01-2020 12:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,06-01-2020 12:01:00,06-01-2020 02:13:00,de Standard en Standard nl Standaard biedranges
44963,27-12-2019 05:00:00,06-01-2020 07:00:00,27-12-2019 05:00:00,27-12-2019 05:00:00,06-01-2020 07:10:00,06-01-2020 07:53:00,de Standard en Standard nl Standaard biedranges
44973,23-12-2019 05:00:00,06-01-2020 08:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,06-01-2020 08:06:00,06-01-2020 09:36:00,nl Bva-Automotive
44980,05-01-2020 02:00:00,06-01-2020 11:00:00,05-01-2020 02:00:00,05-01-2020 02:00:00,06-01-2020 11:01:00,06-01-2020 05:28:00,nl 1 Euro stappen
44984,09-01-2020 02:00:00,10-01-2020 11:00:00,09-01-2020 02:00:00,09-01-2020 02:00:00,10-01-2020 11:00:00,10-01-2020 05:17:00,nl 1 Euro stappen
44988,11-01-2020 11:00:00,12-01-2020 06:00:00,11-01-2020 11:00:00,11-01-2020 11:00:00,12-01-2020 06:00:00,13-01-2020 12:11:00,nl 1 Euro stappen
45002,20-02-2020 08:00:00,26-02-2020 06:30:00,20-02-2020 08:00:00,20-02-2020 08:00:00,26-02-2020 06:30:00,26-02-2020 07:52:00,de Standard en Standard nl Standaard biedranges
45011,05-02-2020 05:00:00,09-02-2020 04:15:00,05-02-2020 05:00:00,05-02-2020 05:00:00,09-02-2020 04:15:00,09-02-2020 09:57:00,de Standard en Standard nl Standaard biedranges
45046,23-01-2020 05:00:00,30-01-2020 06:30:00,23-01-2020 05:00:00,23-01-2020 05:00:00,30-01-2020 06:30:00,30-01-2020 08:03:00,de Standard en Standard nl Standaard biedranges
45068,13-02-2020 05:00:00,19-02-2020 07:45:00,13-02-2020 05:00:00,13-02-2020 05:00:00,19-02-2020 07:47:00,19-02-2020 09:56:00,de Standard en Standard nl Standaard biedranges
45072,30-12-2019 05:00:00,08-01-2020 07:00:00,30-12-2019 05:00:00,30-12-2019 05:00:00,08-01-2020 07:00:00,08-01-2020 10:42:00,de Standard en Standard nl Standaard biedranges
45103,24-12-2019 02:00:00,06-01-2020 03:00:00,24-12-2019 02:00:00,24-12-2019 02:00:00,06-01-2020 02:45:00,06-01-2020 02:45:00,de Standard en Standard nl Standaard biedranges
45108,22-01-2020 05:00:00,30-01-2020 07:30:00,22-01-2020 05:00:00,22-01-2020 05:00:00,30-01-2020 07:30:00,30-01-2020 08:45:00,de Standard en Standard nl Standaard biedranges
45118,15-01-2020 05:00:00,19-01-2020 08:00:00,15-01-2020 05:00:00,15-01-2020 05:00:00,19-01-2020 08:00:00,19-01-2020 09:46:00,nl Top Lots
45121,17-01-2020 05:00:00,22-01-2020 08:01:00,17-01-2020 05:00:00,17-01-2020 05:00:00,22-01-2020 08:15:00,22-01-2020 09:46:00,nl Top Lots
45170,18-01-2020 12:00:00,25-01-2020 06:30:00,18-01-2020 12:00:00,18-01-2020 12:00:00,25-01-2020 06:30:00,25-01-2020 08:59:00,de Standard en Standard nl Standaard biedranges
45178,12-01-2020 11:00:00,13-01-2020 09:01:00,12-01-2020 11:00:00,12-01-2020 11:00:00,13-01-2020 09:00:00,13-01-2020 11:53:00,nl 1 Euro stappen
45181,15-01-2020 11:00:00,16-01-2020 09:01:00,15-01-2020 11:00:00,15-01-2020 11:00:00,16-01-2020 09:00:00,16-01-2020 11:46:00,nl 1 Euro stappen
45219,11-01-2020 12:00:00,18-01-2020 07:30:00,11-01-2020 12:00:00,11-01-2020 12:00:00,18-01-2020 07:30:00,18-01-2020 09:13:00,de Standard en Standard nl Standaard biedranges
45228,13-01-2020 05:01:00,19-01-2020 06:15:00,13-01-2020 05:01:00,13-01-2020 05:01:00,19-01-2020 06:01:00,19-01-2020 07:46:00,de Standard en Standard nl Standaard biedranges
45230,04-01-2020 05:00:00,15-01-2020 07:15:00,04-01-2020 05:00:00,04-01-2020 05:00:00,15-01-2020 07:01:00,15-01-2020 08:44:00,de Standard en Standard nl Standaard biedranges
45233,23-01-2020 05:00:00,30-01-2020 07:00:00,23-01-2020 05:00:00,23-01-2020 05:00:00,30-01-2020 06:32:00,30-01-2020 09:04:00,de Standard en Standard nl Standaard biedranges
45270,04-01-2020 05:00:00,15-01-2020 08:01:00,04-01-2020 05:00:00,04-01-2020 05:00:00,15-01-2020 08:00:00,15-01-2020 08:50:00,de Standard en Standard nl Standaard biedranges
45320,19-02-2020 05:00:00,26-02-2020 06:30:00,19-02-2020 05:00:00,19-02-2020 05:00:00,26-02-2020 06:30:00,27-02-2020 12:02:00,de Standard en Standard nl Standaard biedranges
45325,12-02-2020 05:00:00,19-02-2020 03:45:00,12-02-2020 05:00:00,12-02-2020 05:00:00,19-02-2020 03:45:00,19-02-2020 11:28:00,de Standard en Standard nl Standaard biedranges
45326,19-02-2020 05:00:00,26-02-2020 04:15:00,19-02-2020 05:00:00,19-02-2020 05:00:00,26-02-2020 04:04:00,27-02-2020 12:03:00,de Standard en Standard nl Standaard biedranges
45330,14-01-2020 05:00:00,18-01-2020 04:00:00,14-01-2020 05:00:00,14-01-2020 05:00:00,18-01-2020 04:00:00,18-01-2020 05:53:00,nl 1 Euro stappen
45336,14-01-2020 05:00:00,18-01-2020 04:30:00,14-01-2020 05:00:00,14-01-2020 05:00:00,18-01-2020 04:30:00,19-01-2020 01:26:00,nl Biedrange 0-15 1 euro (Beuknoot)
45363,19-02-2020 10:00:00,19-02-2020 12:15:00,19-02-2020 10:00:00,19-02-2020 10:00:00,19-02-2020 10:39:00,19-02-2020 10:39:00,nl Per 1000 ophogen
45375,18-01-2020 12:00:00,27-01-2020 07:00:00,18-01-2020 12:00:00,18-01-2020 12:00:00,27-01-2020 07:00:00,27-01-2020 09:10:00,de Standard en Standard nl Standaard biedranges
45399,20-01-2020 05:00:00,28-01-2020 07:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,28-01-2020 07:01:00,28-01-2020 09:31:00,de Standard en Standard nl Standaard biedranges
45406,22-02-2020 05:00:00,01-03-2020 06:30:00,22-02-2020 05:00:00,22-02-2020 05:00:00,01-03-2020 06:04:00,01-03-2020 09:30:00,de Standard en Standard nl Standaard biedranges
45422,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:30:00,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:45:00,nl Per 1000 ophogen
45467,02-02-2020 02:00:00,03-02-2020 11:00:00,02-02-2020 02:00:00,02-02-2020 02:00:00,03-02-2020 11:00:00,03-02-2020 05:13:00,nl 1 Euro stappen
45504,03-02-2020 05:00:00,17-02-2020 02:30:00,03-02-2020 05:00:00,03-02-2020 05:00:00,17-02-2020 02:30:00,17-02-2020 06:31:00,de Standard en Standard nl Standaard biedranges
45537,04-02-2020 05:00:00,09-02-2020 07:30:00,04-02-2020 05:00:00,04-02-2020 05:00:00,09-02-2020 07:30:00,10-02-2020 01:09:00,de Standard en Standard nl Standaard biedranges
45560,03-02-2020 12:00:00,10-02-2020 11:00:00,03-02-2020 12:00:00,03-02-2020 12:00:00,10-02-2020 11:00:00,10-02-2020 01:35:00,de Standard en Standard nl Standaard biedranges
45564,19-02-2020 12:00:00,26-02-2020 11:02:00,19-02-2020 12:00:00,19-02-2020 12:00:00,26-02-2020 11:00:00,26-02-2020 01:38:00,de Standard en Standard nl Standaard biedranges
45669,15-02-2020 11:00:00,16-02-2020 06:00:00,15-02-2020 11:00:00,15-02-2020 11:00:00,16-02-2020 06:00:00,17-02-2020 12:32:00,nl 1 Euro stappen
45737,24-01-2020 05:00:00,27-01-2020 04:00:00,24-01-2020 05:00:00,24-01-2020 05:00:00,27-01-2020 04:30:00,27-01-2020 04:30:00,de Standard en Standard nl Standaard biedranges
45743,03-02-2020 05:01:00,11-02-2020 08:00:00,03-02-2020 05:01:00,03-02-2020 05:01:00,11-02-2020 08:05:00,11-02-2020 09:35:00,nl Bva-Automotive
45745,01-02-2020 05:00:00,11-02-2020 08:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,11-02-2020 08:00:00,11-02-2020 09:12:00,de Standard en Standard nl Standaard biedranges
45760,20-02-2020 09:00:00,27-02-2020 07:15:00,20-02-2020 09:00:00,20-02-2020 09:00:00,27-02-2020 07:15:00,27-02-2020 09:41:00,de Standard en Standard nl Standaard biedranges
45774,23-01-2020 11:54:00,07-02-2020 12:00:00,23-01-2020 11:54:00,23-01-2020 11:54:00,07-02-2020 12:00:00,07-02-2020 12:00:00,de Standard en Standard nl Standaard biedranges
45775,20-02-2020 05:00:00,27-02-2020 06:32:00,20-02-2020 05:00:00,20-02-2020 05:00:00,27-02-2020 07:13:00,27-02-2020 09:35:00,de Standard en Standard nl Standaard biedranges
45790,06-02-2020 05:01:00,13-02-2020 08:00:00,06-02-2020 05:01:00,06-02-2020 05:01:00,13-02-2020 08:00:00,13-02-2020 10:54:00,de Standard en Standard nl Standaard biedranges
45799,05-02-2020 05:00:00,16-02-2020 10:00:00,05-02-2020 05:00:00,05-02-2020 05:00:00,16-02-2020 10:00:00,16-02-2020 10:42:00,de Standard en Standard nl Standaard biedranges
45806,21-02-2020 05:01:00,25-02-2020 08:15:00,21-02-2020 05:01:00,21-02-2020 05:01:00,25-02-2020 08:01:00,25-02-2020 09:52:00,nl Top Lots
45820,18-02-2020 05:01:00,22-02-2020 04:15:00,18-02-2020 05:01:00,18-02-2020 05:01:00,22-02-2020 04:15:00,23-02-2020 03:07:00,nl Biedrange 0-15 1 euro (Beuknoot)
45828,18-02-2020 05:01:00,23-02-2020 04:00:00,18-02-2020 05:01:00,18-02-2020 05:01:00,23-02-2020 04:00:00,23-02-2020 07:07:00,nl Biedrange 0-15 1 euro (Beuknoot)
45849,03-02-2020 05:00:00,20-02-2020 06:00:00,03-02-2020 05:00:00,03-02-2020 05:00:00,20-02-2020 06:01:00,20-02-2020 08:01:00,de Standard en Standard nl Standaard biedranges
45902,08-02-2020 12:00:00,15-02-2020 09:01:00,08-02-2020 12:00:00,08-02-2020 12:00:00,15-02-2020 09:00:00,15-02-2020 10:50:00,de Standard en Standard nl Standaard biedranges
45907,12-02-2020 12:00:00,19-02-2020 02:00:00,12-02-2020 12:00:00,12-02-2020 12:00:00,19-02-2020 02:00:00,19-02-2020 05:23:00,de Standard en Standard nl Standaard biedranges
45910,15-02-2020 12:00:00,22-02-2020 07:00:00,15-02-2020 12:00:00,15-02-2020 12:00:00,22-02-2020 07:00:00,22-02-2020 09:19:00,de Standard en Standard nl Standaard biedranges
45914,19-02-2020 12:00:00,26-02-2020 11:15:00,19-02-2020 12:00:00,19-02-2020 12:00:00,26-02-2020 11:02:00,26-02-2020 01:56:00,de Standard en Standard nl Standaard biedranges
45968,10-02-2020 05:01:00,17-02-2020 06:15:00,10-02-2020 05:01:00,10-02-2020 05:01:00,17-02-2020 06:15:00,17-02-2020 07:13:00,de Standard en Standard nl Standaard biedranges
46001,24-02-2020 11:00:00,25-02-2020 09:01:00,24-02-2020 11:00:00,24-02-2020 11:00:00,25-02-2020 09:01:00,25-02-2020 11:49:00,nl 1 Euro stappen
46003,26-02-2020 11:00:00,27-02-2020 09:01:00,26-02-2020 11:00:00,26-02-2020 11:00:00,27-02-2020 09:01:00,28-02-2020 12:08:00,nl 1 Euro stappen
46024,08-02-2020 05:01:00,15-02-2020 07:15:00,08-02-2020 05:01:00,08-02-2020 05:01:00,15-02-2020 07:01:00,15-02-2020 10:53:00,nl Top Lots
46037,06-02-2020 12:00:00,13-02-2020 04:00:00,06-02-2020 12:00:00,06-02-2020 12:00:00,13-02-2020 04:35:00,13-02-2020 04:35:00,de Standard en Standard nl Standaard biedranges
46039,06-02-2020 12:00:00,18-02-2020 04:00:00,06-02-2020 12:00:00,06-02-2020 12:00:00,18-02-2020 04:20:00,18-02-2020 04:20:00,de Standard en Standard nl Standaard biedranges
46054,20-02-2020 12:00:00,27-02-2020 10:00:00,20-02-2020 12:00:00,20-02-2020 12:00:00,27-02-2020 10:01:00,27-02-2020 11:59:00,de Standard en Standard nl Standaard biedranges
46075,07-02-2020 12:00:00,16-02-2020 10:30:00,07-02-2020 12:00:00,07-02-2020 12:00:00,16-02-2020 10:30:00,16-02-2020 01:03:00,de Standard en Standard nl Standaard biedranges
46216,21-02-2020 05:01:00,29-02-2020 07:00:00,21-02-2020 05:01:00,21-02-2020 05:01:00,29-02-2020 07:00:00,29-02-2020 10:26:00,de Standard en Standard nl Standaard biedranges
46476,24-02-2020 09:00:00,24-02-2020 12:15:00,24-02-2020 09:00:00,09-03-2020 10:35:09,24-02-2020 12:15:00,19-03-2020 10:35:09,de Standard en Standard nl Standaard biedranges
