AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
45248,20-01-2020 05:00:00,04-02-2020 06:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,04-02-2020 06:30:00,04-02-2020 09:09:00,de Standard en Standard nl Standaard biedranges
45294,08-01-2020 05:00:00,15-01-2020 06:30:00,08-01-2020 05:00:00,08-01-2020 05:00:00,15-01-2020 06:30:00,15-01-2020 08:53:00,de Standard en Standard nl Standaard biedranges
45295,10-01-2020 05:00:00,21-01-2020 07:15:00,10-01-2020 05:00:00,10-01-2020 05:00:00,21-01-2020 07:01:00,21-01-2020 08:25:00,de Standard en Standard nl Standaard biedranges
45306,29-01-2020 11:00:00,30-01-2020 08:00:00,29-01-2020 11:00:00,29-01-2020 11:00:00,30-01-2020 08:00:00,30-01-2020 11:08:00,nl 1 Euro stappen
45307,30-01-2020 11:00:00,31-01-2020 08:00:00,30-01-2020 11:00:00,30-01-2020 11:00:00,31-01-2020 08:00:00,31-01-2020 11:30:00,nl 1 Euro stappen
45365,19-02-2020 12:00:00,19-02-2020 12:15:00,19-02-2020 12:00:00,19-02-2020 12:00:00,19-02-2020 12:15:00,19-02-2020 12:15:00,nl Per 1000 ophogen
45376,24-01-2020 12:00:00,31-01-2020 11:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,31-01-2020 11:00:00,31-01-2020 02:45:00,de Standard en Standard nl Standaard biedranges
45377,28-01-2020 05:00:00,04-02-2020 12:00:00,28-01-2020 05:00:00,28-01-2020 05:00:00,04-02-2020 12:00:00,04-02-2020 01:03:00,de Standard en Standard nl Standaard biedranges
45403,20-01-2020 05:00:00,28-01-2020 07:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,28-01-2020 07:30:00,28-01-2020 08:21:00,nl Bva-Automotive
45417,29-01-2020 05:00:00,04-02-2020 06:45:00,29-01-2020 05:00:00,29-01-2020 05:00:00,04-02-2020 06:45:00,04-02-2020 08:18:00,de Standard en Standard nl Standaard biedranges
45502,03-02-2020 05:00:00,17-02-2020 07:00:00,03-02-2020 05:00:00,03-02-2020 05:00:00,17-02-2020 07:04:00,17-02-2020 09:04:00,de Standard en Standard nl Standaard biedranges
45533,15-02-2020 05:00:00,21-02-2020 07:00:00,15-02-2020 05:00:00,15-02-2020 05:00:00,21-02-2020 07:00:00,21-02-2020 09:58:00,de Standard en Standard nl Standaard biedranges
45649,11-02-2020 05:00:00,19-02-2020 07:00:00,11-02-2020 05:00:00,11-02-2020 05:00:00,19-02-2020 07:00:00,19-02-2020 08:18:00,de Standard en Standard nl Standaard biedranges
45664,12-02-2020 02:00:00,13-02-2020 11:00:00,12-02-2020 02:00:00,12-02-2020 02:00:00,13-02-2020 11:03:00,13-02-2020 05:21:00,nl 1 Euro stappen
45665,13-02-2020 02:00:00,14-02-2020 11:00:00,13-02-2020 02:00:00,13-02-2020 02:00:00,14-02-2020 11:00:00,14-02-2020 05:29:00,nl 1 Euro stappen
45677,30-01-2020 09:00:00,03-02-2020 08:30:00,30-01-2020 09:00:00,30-01-2020 09:00:00,03-02-2020 08:30:00,03-02-2020 09:45:00,nl BVA-Automotive - 50/100
45680,13-02-2020 09:00:00,17-02-2020 08:30:00,13-02-2020 09:00:00,13-02-2020 09:00:00,17-02-2020 08:30:00,17-02-2020 09:22:00,nl BVA-Automotive - 50/100
45686,20-02-2020 09:00:00,24-02-2020 08:30:00,20-02-2020 09:00:00,20-02-2020 09:00:00,24-02-2020 08:30:00,24-02-2020 09:38:00,nl BVA-Automotive - 50/100
45750,07-02-2020 09:00:00,17-02-2020 08:00:00,07-02-2020 09:00:00,07-02-2020 09:00:00,17-02-2020 08:04:00,17-02-2020 10:08:00,de Standard en Standard nl Standaard biedranges
45754,08-02-2020 09:00:00,14-02-2020 04:00:00,08-02-2020 09:00:00,08-02-2020 09:00:00,14-02-2020 04:01:00,14-02-2020 06:27:00,de Standard en Standard nl Standaard biedranges
45776,20-02-2020 05:00:00,27-02-2020 06:30:00,20-02-2020 05:00:00,20-02-2020 05:00:00,27-02-2020 06:31:00,27-02-2020 08:44:00,de Standard en Standard nl Standaard biedranges
45809,26-02-2020 05:01:00,01-03-2020 07:45:00,26-02-2020 05:01:00,26-02-2020 05:01:00,01-03-2020 07:45:00,01-03-2020 09:29:00,nl Top Lots
45821,25-02-2020 05:01:00,29-02-2020 04:00:00,25-02-2020 05:01:00,25-02-2020 05:01:00,29-02-2020 04:00:00,01-03-2020 12:09:00,nl Biedrange 0-15 1 euro (Beuknoot)
45836,25-02-2020 05:01:00,01-03-2020 04:00:00,25-02-2020 05:01:00,25-02-2020 05:01:00,01-03-2020 04:00:00,02-03-2020 01:17:00,nl Biedrange 0-15 1 euro (Beuknoot)
45860,16-02-2020 11:00:00,17-02-2020 09:01:00,16-02-2020 11:00:00,16-02-2020 11:00:00,17-02-2020 09:00:00,18-02-2020 12:12:00,nl 1 Euro stappen
45924,04-02-2020 05:00:00,17-02-2020 04:00:00,04-02-2020 05:00:00,04-02-2020 05:00:00,17-02-2020 04:30:00,17-02-2020 06:00:00,de Standard en Standard nl Standaard biedranges
45927,18-02-2020 12:00:00,25-02-2020 12:00:00,18-02-2020 12:00:00,18-02-2020 12:00:00,25-02-2020 12:07:00,25-02-2020 02:37:00,de Standard en Standard nl Standaard biedranges
45931,08-02-2020 12:00:00,15-02-2020 08:00:00,08-02-2020 12:00:00,08-02-2020 12:00:00,15-02-2020 08:00:00,15-02-2020 10:43:00,de Standard en Standard nl Standaard biedranges
45959,09-02-2020 12:00:00,18-02-2020 08:30:00,09-02-2020 12:00:00,09-02-2020 12:00:00,18-02-2020 08:30:00,18-02-2020 09:14:00,de Standard en Standard nl Standaard biedranges
46007,25-02-2020 02:00:00,26-02-2020 11:00:00,25-02-2020 02:00:00,25-02-2020 02:00:00,26-02-2020 11:00:00,26-02-2020 05:20:00,nl 1 Euro stappen
46111,14-02-2020 05:01:00,24-02-2020 08:00:00,14-02-2020 05:01:00,14-02-2020 05:01:00,24-02-2020 08:00:00,24-02-2020 08:54:00,de Standard en Standard nl Standaard biedranges
43238,28-12-2019 05:00:00,05-01-2020 04:01:00,28-12-2019 05:00:00,28-12-2019 05:00:00,05-01-2020 04:01:00,05-01-2020 06:40:00,de Standard en Standard nl Standaard biedranges
43793,24-01-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,nl Vastgoed Standaard biedranges
43855,02-01-2020 05:00:00,09-01-2020 07:00:00,02-01-2020 05:00:00,02-01-2020 05:00:00,09-01-2020 07:05:00,09-01-2020 07:05:00,nl Schipveiling
44513,11-02-2020 09:30:00,11-02-2020 09:30:00,11-02-2020 09:30:00,11-02-2020 09:30:00,11-02-2020 09:30:00,11-02-2020 09:30:00,nl Per 1000 ophogen
44736,16-02-2020 09:00:00,22-02-2020 07:15:00,16-02-2020 09:00:00,16-02-2020 09:00:00,22-02-2020 07:02:00,23-02-2020 03:20:00,de Standard en Standard nl Standaard biedranges
44786,15-01-2020 05:00:00,20-01-2020 08:30:00,15-01-2020 05:00:00,15-01-2020 05:00:00,20-01-2020 08:30:00,20-01-2020 09:51:00,nl BVA-Automotive - 50/100
44823,17-01-2020 05:00:00,03-02-2020 06:01:00,17-01-2020 05:00:00,17-01-2020 05:00:00,03-02-2020 04:00:00,03-02-2020 09:02:00,de Standard en Standard nl Standaard biedranges
44826,17-01-2020 05:00:00,04-02-2020 04:00:00,17-01-2020 05:00:00,17-01-2020 05:00:00,04-02-2020 04:00:00,04-02-2020 08:39:00,de Standard en Standard nl Standaard biedranges
44859,15-01-2020 09:30:00,15-01-2020 09:45:00,15-01-2020 09:30:00,15-01-2020 09:30:00,15-01-2020 09:45:00,15-01-2020 09:45:00,nl Per 1000 ophogen
44864,15-01-2020 09:30:00,15-01-2020 09:45:00,15-01-2020 09:30:00,15-01-2020 09:30:00,15-01-2020 09:45:00,15-01-2020 09:45:00,nl Per 1000 ophogen
44882,04-01-2020 11:00:00,05-01-2020 06:00:00,04-01-2020 11:00:00,04-01-2020 11:00:00,05-01-2020 06:00:00,06-01-2020 12:33:00,nl 1 Euro stappen
44887,01-02-2020 09:00:00,10-02-2020 08:00:00,01-02-2020 09:00:00,01-02-2020 09:00:00,10-02-2020 08:00:00,10-02-2020 10:22:00,de Standard en Standard nl Standaard biedranges
44893,25-12-2019 05:00:00,02-01-2020 06:30:00,25-12-2019 05:00:00,25-12-2019 05:00:00,02-01-2020 06:32:00,02-01-2020 08:32:00,de Standard en Standard nl Standaard biedranges
44917,07-02-2020 09:00:00,15-02-2020 07:01:00,07-02-2020 09:00:00,07-02-2020 09:00:00,15-02-2020 07:00:00,16-02-2020 02:44:00,de Standard en Standard nl Standaard biedranges
44926,03-01-2020 05:00:00,09-01-2020 06:30:00,03-01-2020 05:00:00,03-01-2020 05:00:00,09-01-2020 06:32:00,09-01-2020 09:55:00,de Standard en Standard nl Standaard biedranges
44946,20-12-2019 05:00:00,02-01-2020 07:01:00,20-12-2019 05:00:00,20-12-2019 05:00:00,02-01-2020 07:15:00,02-01-2020 10:20:00,de Standard en Standard nl Standaard biedranges
44951,01-01-2020 05:00:00,09-01-2020 05:45:00,01-01-2020 05:00:00,01-01-2020 05:00:00,09-01-2020 05:46:00,09-01-2020 07:15:00,de Standard en Standard nl Standaard biedranges
44990,04-02-2020 05:00:00,13-02-2020 07:15:00,04-02-2020 05:00:00,04-02-2020 05:00:00,13-02-2020 07:01:00,13-02-2020 11:03:00,de Standard en Standard nl Standaard biedranges
45023,06-01-2020 12:00:00,12-01-2020 07:15:00,06-01-2020 12:00:00,06-01-2020 12:00:00,12-01-2020 07:18:00,12-01-2020 09:32:00,de Standard en Standard nl Standaard biedranges
45051,25-12-2019 12:00:00,01-01-2020 07:30:00,25-12-2019 12:00:00,25-12-2019 12:00:00,01-01-2020 07:30:00,01-01-2020 08:38:00,nl Bva-Automotive
45065,16-01-2020 05:00:00,22-01-2020 07:30:00,16-01-2020 05:00:00,16-01-2020 05:00:00,22-01-2020 07:30:00,22-01-2020 09:26:00,de Standard en Standard nl Standaard biedranges
45069,20-01-2020 05:00:00,27-01-2020 03:15:00,20-01-2020 05:00:00,20-01-2020 05:00:00,27-01-2020 03:15:00,27-01-2020 04:42:00,de Standard en Standard nl Standaard biedranges
45083,29-01-2020 10:00:00,29-01-2020 12:15:00,29-01-2020 10:00:00,29-01-2020 10:00:00,29-01-2020 10:43:00,29-01-2020 10:43:00,nl Per 1000 ophogen
45087,16-01-2020 09:00:00,23-01-2020 08:00:00,16-01-2020 09:00:00,16-01-2020 09:00:00,23-01-2020 08:00:00,24-01-2020 01:40:00,de Standard en Standard nl Standaard biedranges
45092,14-01-2020 05:00:00,27-01-2020 06:30:00,14-01-2020 05:00:00,14-01-2020 05:00:00,27-01-2020 06:30:00,27-01-2020 10:33:00,de Standard en Standard nl Standaard biedranges
45109,03-01-2020 05:00:00,06-01-2020 08:15:00,03-01-2020 05:00:00,03-01-2020 05:00:00,06-01-2020 08:16:00,06-01-2020 10:32:00,nl Top Lots
45123,11-01-2020 05:00:00,23-01-2020 06:00:00,11-01-2020 05:00:00,11-01-2020 05:00:00,23-01-2020 06:00:00,23-01-2020 11:26:00,de Standard en Standard nl Standaard biedranges
45138,31-01-2020 05:00:00,05-02-2020 08:15:00,31-01-2020 05:00:00,31-01-2020 05:00:00,05-02-2020 08:15:00,05-02-2020 09:49:00,nl Top Lots
45160,08-01-2020 12:00:00,15-01-2020 07:30:00,08-01-2020 12:00:00,08-01-2020 12:00:00,15-01-2020 07:30:00,15-01-2020 09:40:00,de Standard en Standard nl Standaard biedranges
45189,17-01-2020 11:00:00,18-01-2020 06:00:00,17-01-2020 11:00:00,17-01-2020 11:00:00,18-01-2020 06:00:00,19-01-2020 12:24:00,nl 1 Euro stappen
45201,24-01-2020 05:00:00,02-02-2020 08:15:00,24-01-2020 05:00:00,24-01-2020 05:00:00,02-02-2020 08:16:00,02-02-2020 09:09:00,de Standard en Standard nl Standaard biedranges
45206,30-12-2019 05:00:00,07-01-2020 04:15:00,30-12-2019 05:00:00,30-12-2019 05:00:00,07-01-2020 04:30:00,07-01-2020 04:30:00,de Standard en Standard nl Standaard biedranges
45239,28-12-2019 05:00:00,04-01-2020 06:00:00,28-12-2019 05:00:00,28-12-2019 05:00:00,04-01-2020 06:00:00,04-01-2020 08:29:00,de Standard en Standard nl Standaard biedranges
45244,06-01-2020 05:00:00,14-01-2020 07:30:00,06-01-2020 05:00:00,06-01-2020 05:00:00,14-01-2020 07:35:00,14-01-2020 07:57:00,nl Bva-Automotive
45257,23-01-2020 11:00:00,24-01-2020 09:01:00,23-01-2020 11:00:00,23-01-2020 11:00:00,24-01-2020 09:01:00,24-01-2020 11:46:00,nl 1 Euro stappen
45264,24-01-2020 11:00:00,25-01-2020 06:00:00,24-01-2020 11:00:00,24-01-2020 11:00:00,25-01-2020 06:00:00,26-01-2020 12:16:00,nl 1 Euro stappen
45277,17-01-2020 12:00:00,25-01-2020 07:00:00,17-01-2020 12:00:00,17-01-2020 12:00:00,25-01-2020 07:02:00,25-01-2020 09:30:00,de Standard en Standard nl Standaard biedranges
45285,14-02-2020 05:00:00,20-02-2020 06:30:00,14-02-2020 05:00:00,14-02-2020 05:00:00,20-02-2020 06:31:00,20-02-2020 08:48:00,de Standard en Standard nl Standaard biedranges
45291,21-01-2020 05:00:00,29-01-2020 08:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,29-01-2020 08:00:00,29-01-2020 09:15:00,nl Bva-Automotive
45302,08-01-2020 05:00:00,16-01-2020 06:15:00,08-01-2020 05:00:00,08-01-2020 05:00:00,16-01-2020 06:15:00,16-01-2020 07:34:00,de Standard en Standard nl Standaard biedranges
45315,01-02-2020 06:00:00,02-02-2020 10:00:00,01-02-2020 06:00:00,01-02-2020 06:00:00,02-02-2020 10:00:00,02-02-2020 06:32:00,nl 1 Euro stappen
45316,01-02-2020 11:00:00,02-02-2020 06:00:00,01-02-2020 11:00:00,01-02-2020 11:00:00,02-02-2020 06:00:00,03-02-2020 12:29:00,nl 1 Euro stappen
45321,10-01-2020 09:00:00,20-01-2020 08:15:00,10-01-2020 09:00:00,10-01-2020 09:00:00,20-01-2020 08:15:00,20-01-2020 09:30:00,de Standard en Standard nl Standaard biedranges
45331,21-01-2020 05:00:00,25-01-2020 04:15:00,21-01-2020 05:00:00,21-01-2020 05:00:00,25-01-2020 04:15:00,25-01-2020 09:30:00,nl 1 Euro stappen
45338,28-01-2020 05:00:00,01-02-2020 04:00:00,28-01-2020 05:00:00,28-01-2020 05:00:00,01-02-2020 04:00:00,02-02-2020 01:41:00,nl Biedrange 0-15 1 euro (Beuknoot)
45345,04-02-2020 05:00:00,09-02-2020 04:00:00,04-02-2020 05:00:00,04-02-2020 05:00:00,09-02-2020 04:01:00,09-02-2020 07:41:00,nl Biedrange 0-15 1 euro (Beuknoot)
45349,04-02-2020 05:00:00,09-02-2020 05:00:00,04-02-2020 05:00:00,04-02-2020 05:00:00,09-02-2020 05:00:00,09-02-2020 08:08:00,nl Biedrange 0-15 1 euro (Beuknoot)
45388,24-01-2020 12:00:00,02-02-2020 07:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,02-02-2020 07:05:00,02-02-2020 08:20:00,de Standard en Standard nl Standaard biedranges
45393,29-01-2020 12:00:00,05-02-2020 07:00:00,29-01-2020 12:00:00,29-01-2020 12:00:00,05-02-2020 07:00:00,05-02-2020 09:20:00,de ART en ART fr ART nl Art & Antiques
45397,30-01-2020 12:00:00,06-02-2020 08:01:00,30-01-2020 12:00:00,30-01-2020 12:00:00,06-02-2020 08:00:00,06-02-2020 08:28:00,de ART en ART fr ART nl Art & Antiques
45418,05-02-2020 05:00:00,10-02-2020 07:15:00,05-02-2020 05:00:00,05-02-2020 05:00:00,10-02-2020 07:15:00,10-02-2020 08:51:00,de Standard en Standard nl Standaard biedranges
45419,12-02-2020 05:00:00,18-02-2020 06:30:00,12-02-2020 05:00:00,12-02-2020 05:00:00,18-02-2020 06:30:00,18-02-2020 08:15:00,de Standard en Standard nl Standaard biedranges
45425,20-01-2020 05:00:00,27-01-2020 06:45:00,20-01-2020 05:00:00,20-01-2020 05:00:00,27-01-2020 06:45:00,27-01-2020 07:56:00,de Standard en Standard nl Standaard biedranges
45465,05-02-2020 11:00:00,06-02-2020 09:01:00,05-02-2020 11:00:00,05-02-2020 11:00:00,06-02-2020 09:01:00,06-02-2020 11:57:00,nl 1 Euro stappen
45548,20-01-2020 05:00:00,27-01-2020 03:00:00,20-01-2020 05:00:00,20-01-2020 05:00:00,27-01-2020 03:05:00,27-01-2020 03:42:00,de Standard en Standard nl Standaard biedranges
45601,01-02-2020 05:00:00,06-02-2020 08:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,06-02-2020 08:00:00,06-02-2020 09:00:00,nl Top Lots
45604,07-02-2020 05:00:00,11-02-2020 08:15:00,07-02-2020 05:00:00,07-02-2020 05:00:00,11-02-2020 08:15:00,11-02-2020 09:48:00,nl Top Lots
45660,10-02-2020 02:00:00,11-02-2020 11:00:00,10-02-2020 02:00:00,10-02-2020 02:00:00,11-02-2020 11:00:00,11-02-2020 05:15:00,nl 1 Euro stappen
45661,09-02-2020 11:00:00,10-02-2020 09:01:00,09-02-2020 11:00:00,09-02-2020 11:00:00,10-02-2020 09:01:00,10-02-2020 11:47:00,nl 1 Euro stappen
45678,18-02-2020 09:30:00,18-02-2020 09:45:00,18-02-2020 09:30:00,18-02-2020 09:30:00,18-02-2020 09:45:00,18-02-2020 09:45:00,nl Vastgoed Standaard biedranges
45703,01-02-2020 12:00:00,08-02-2020 09:00:00,01-02-2020 12:00:00,01-02-2020 12:00:00,08-02-2020 09:00:00,08-02-2020 12:12:00,de Standard en Standard nl Standaard biedranges
45772,05-02-2020 05:00:00,17-02-2020 06:30:00,05-02-2020 05:00:00,05-02-2020 05:00:00,17-02-2020 06:31:00,17-02-2020 08:41:00,de Standard en Standard nl Standaard biedranges
45783,04-02-2020 12:00:00,11-02-2020 01:00:00,04-02-2020 12:00:00,04-02-2020 12:00:00,11-02-2020 01:00:00,11-02-2020 02:08:00,de Standard en Standard nl Standaard biedranges
45835,18-02-2020 05:01:00,23-02-2020 04:15:00,18-02-2020 05:01:00,18-02-2020 05:01:00,23-02-2020 04:15:00,23-02-2020 10:37:00,nl Biedrange 0-15 1 euro (Beuknoot)
45847,20-02-2020 11:00:00,21-02-2020 09:01:00,20-02-2020 11:00:00,20-02-2020 11:00:00,21-02-2020 09:00:00,22-02-2020 12:02:00,nl 1 Euro stappen
45855,20-02-2020 02:00:00,21-02-2020 11:00:00,20-02-2020 02:00:00,20-02-2020 02:00:00,21-02-2020 11:00:00,21-02-2020 05:06:00,nl 1 Euro stappen
45963,12-02-2020 06:01:00,24-02-2020 04:01:00,12-02-2020 06:01:00,12-02-2020 06:01:00,24-02-2020 04:01:00,24-02-2020 06:29:00,de Standard en Standard nl Standaard biedranges
45989,12-02-2020 05:01:00,19-02-2020 06:45:00,12-02-2020 05:01:00,12-02-2020 05:01:00,19-02-2020 06:45:00,19-02-2020 10:05:00,de Standard en Standard nl Standaard biedranges
46013,29-02-2020 11:00:00,01-03-2020 06:00:00,29-02-2020 11:00:00,29-02-2020 11:00:00,01-03-2020 06:00:00,02-03-2020 12:26:00,nl 1 Euro stappen
46020,04-02-2020 12:00:00,10-02-2020 05:45:00,04-02-2020 12:00:00,04-02-2020 12:00:00,10-02-2020 05:45:00,10-02-2020 07:52:00,de Standard en Standard nl Standaard biedranges
46049,12-02-2020 05:01:00,18-02-2020 06:15:00,12-02-2020 05:01:00,12-02-2020 05:01:00,18-02-2020 06:15:00,18-02-2020 07:44:00,de Standard en Standard nl Standaard biedranges
46120,13-02-2020 05:00:00,24-02-2020 04:15:00,13-02-2020 05:00:00,13-02-2020 05:00:00,24-02-2020 04:01:00,24-02-2020 05:17:00,de Standard en Standard nl Standaard biedranges
39647,20-12-2019 05:00:00,02-01-2020 06:45:00,20-12-2019 05:00:00,20-12-2019 05:00:00,02-01-2020 06:45:00,02-01-2020 07:39:00,de Standard en Standard nl Standaard biedranges
43290,24-01-2020 11:30:00,24-01-2020 11:45:00,26-03-2020 03:30:00,26-03-2020 03:30:00,26-03-2020 03:45:00,26-03-2020 03:45:00,nl Per 1000 ophogen
43319,20-02-2020 10:00:00,20-02-2020 10:15:00,20-02-2020 10:00:00,20-02-2020 10:00:00,20-02-2020 10:15:00,20-02-2020 10:15:00,nl Per 1000 ophogen
44034,08-01-2020 05:00:00,15-01-2020 04:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,15-01-2020 04:00:00,15-01-2020 06:53:00,de Standard en Standard nl Standaard biedranges
44060,11-02-2020 10:30:00,11-02-2020 10:45:00,11-02-2020 10:30:00,11-02-2020 10:30:00,11-02-2020 10:45:00,11-02-2020 10:45:00,nl Vastgoed Standaard biedranges
44110,23-01-2020 10:30:00,23-01-2020 10:30:00,23-01-2020 10:30:00,23-01-2020 10:30:00,23-01-2020 10:30:00,23-01-2020 10:30:00,nl Vastgoed Standaard biedranges
44175,31-12-2019 05:00:00,04-01-2020 04:00:00,31-12-2019 05:00:00,31-12-2019 05:00:00,04-01-2020 04:00:00,05-01-2020 02:23:00,nl Biedrange 0-15 1 euro (Beuknoot)
44255,23-01-2020 11:00:00,23-01-2020 11:00:00,23-01-2020 11:00:00,23-01-2020 11:00:00,23-01-2020 11:00:00,23-01-2020 11:00:00,nl Vastgoed Standaard biedranges
44433,24-01-2020 02:30:00,24-01-2020 02:45:00,24-01-2020 02:30:00,24-01-2020 02:30:00,24-01-2020 02:45:00,24-01-2020 02:45:00,nl Vastgoed Standaard biedranges
44638,10-01-2020 10:00:00,10-01-2020 12:15:00,10-01-2020 10:00:00,10-01-2020 10:00:00,10-01-2020 10:15:00,10-01-2020 10:15:00,nl Per 2500 Ophogen
44831,23-12-2019 05:00:00,07-01-2020 07:15:00,23-12-2019 05:00:00,23-12-2019 05:00:00,07-01-2020 07:15:00,07-01-2020 10:33:00,de Standard en Standard nl Standaard biedranges
44856,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44860,15-01-2020 10:30:00,15-01-2020 12:45:00,15-01-2020 10:30:00,15-01-2020 10:30:00,15-01-2020 12:35:00,15-01-2020 12:35:00,nl Per 1000 ophogen
44872,01-01-2020 11:00:00,02-01-2020 09:01:00,01-01-2020 11:00:00,01-01-2020 11:00:00,02-01-2020 09:01:00,02-01-2020 11:54:00,nl 1 Euro stappen
45044,02-01-2020 05:00:00,09-01-2020 07:45:00,02-01-2020 05:00:00,02-01-2020 05:00:00,09-01-2020 07:01:00,09-01-2020 09:37:00,de Standard en Standard nl Standaard biedranges
45061,23-12-2019 05:00:00,06-01-2020 01:00:00,23-12-2019 05:00:00,06-01-2020 01:43:00,06-01-2020 01:00:00,06-01-2020 04:04:00,de Standard en Standard nl Standaard biedranges
45085,29-01-2020 11:00:00,29-01-2020 01:15:00,29-01-2020 11:00:00,29-01-2020 11:00:00,29-01-2020 11:41:00,29-01-2020 11:41:00,nl Per 1000 ophogen
45143,24-12-2019 12:00:00,06-01-2020 03:45:00,24-12-2019 12:00:00,24-12-2019 12:00:00,06-01-2020 04:25:00,06-01-2020 04:25:00,de Standard en Standard nl Standaard biedranges
45190,18-01-2020 06:00:00,19-01-2020 10:00:00,18-01-2020 06:00:00,18-01-2020 06:00:00,19-01-2020 10:00:00,19-01-2020 06:40:00,nl 1 Euro stappen
45216,02-01-2020 12:00:00,10-01-2020 01:00:00,02-01-2020 12:00:00,02-01-2020 12:00:00,10-01-2020 01:00:00,10-01-2020 02:03:00,de Standard en Standard nl Standaard biedranges
45238,17-01-2020 05:00:00,03-02-2020 06:00:00,17-01-2020 05:00:00,17-01-2020 05:00:00,03-02-2020 06:00:00,03-02-2020 08:27:00,de Standard en Standard nl Standaard biedranges
45283,02-01-2020 12:00:00,27-01-2020 07:00:00,02-01-2020 12:00:00,02-01-2020 12:00:00,27-01-2020 07:10:00,27-01-2020 07:10:00,de Standard en Standard nl Standaard biedranges
45347,21-01-2020 05:00:00,26-01-2020 04:15:00,21-01-2020 05:00:00,21-01-2020 05:00:00,26-01-2020 04:01:00,27-01-2020 12:13:00,nl Biedrange 0-15 1 euro (Beuknoot)
45384,14-01-2020 12:00:00,21-01-2020 08:00:00,14-01-2020 12:00:00,14-01-2020 12:00:00,21-01-2020 08:00:00,21-01-2020 08:49:00,de Standard en Standard nl Standaard biedranges
45408,15-01-2020 05:00:00,29-01-2020 07:45:00,15-01-2020 05:00:00,15-01-2020 05:00:00,29-01-2020 07:01:00,29-01-2020 10:59:00,de Standard en Standard nl Standaard biedranges
45424,17-01-2020 11:00:00,20-01-2020 06:30:00,17-01-2020 11:00:00,17-01-2020 11:00:00,20-01-2020 06:30:00,20-01-2020 07:45:00,de Standard en Standard nl Standaard biedranges
45480,19-02-2020 05:00:00,25-02-2020 07:45:00,19-02-2020 05:00:00,19-02-2020 05:00:00,25-02-2020 07:45:00,26-02-2020 12:07:00,de Standard en Standard nl Standaard biedranges
45498,24-01-2020 05:00:00,03-02-2020 06:00:00,24-01-2020 05:00:00,24-01-2020 05:00:00,03-02-2020 06:00:00,03-02-2020 07:42:00,de Standard en Standard nl Standaard biedranges
45501,04-02-2020 05:00:00,10-02-2020 07:30:00,04-02-2020 05:00:00,04-02-2020 05:00:00,10-02-2020 07:30:00,10-02-2020 10:50:00,nl Biedrange 0-15 1 euro (Beuknoot)
45550,24-01-2020 11:00:00,27-01-2020 06:15:00,24-01-2020 11:00:00,24-01-2020 11:00:00,27-01-2020 06:15:00,27-01-2020 07:17:00,de Standard en Standard nl Standaard biedranges
45556,23-01-2020 12:00:00,30-01-2020 08:00:00,23-01-2020 12:00:00,23-01-2020 12:00:00,30-01-2020 08:00:00,30-01-2020 09:43:00,de Standard en Standard nl Standaard biedranges
45620,06-02-2020 05:00:00,17-02-2020 06:00:00,06-02-2020 05:00:00,17-02-2020 07:35:00,17-02-2020 04:00:00,17-02-2020 09:04:00,de Standard en Standard nl Standaard biedranges
45651,22-01-2020 05:00:00,05-02-2020 07:30:00,22-01-2020 05:00:00,22-01-2020 05:00:00,05-02-2020 07:35:00,05-02-2020 08:55:00,nl BVA-Automotive - 50/100
45733,18-02-2020 09:00:00,24-02-2020 06:15:00,18-02-2020 09:00:00,18-02-2020 09:00:00,24-02-2020 06:29:00,24-02-2020 07:20:00,de Standard en Standard nl Standaard biedranges
45756,22-02-2020 09:00:00,28-02-2020 04:00:00,22-02-2020 09:00:00,22-02-2020 09:00:00,28-02-2020 04:00:00,28-02-2020 05:46:00,de Standard en Standard nl Standaard biedranges
45893,06-02-2020 09:00:00,18-02-2020 08:00:00,06-02-2020 09:00:00,06-02-2020 09:00:00,18-02-2020 08:06:00,18-02-2020 08:59:00,de Standard en Standard nl Standaard biedranges
45908,13-02-2020 12:00:00,20-02-2020 01:00:00,13-02-2020 12:00:00,13-02-2020 12:00:00,20-02-2020 01:00:00,20-02-2020 02:58:00,de Standard en Standard nl Standaard biedranges
45915,20-02-2020 12:00:00,27-02-2020 07:32:00,20-02-2020 12:00:00,20-02-2020 12:00:00,27-02-2020 07:32:00,27-02-2020 09:47:00,de Standard en Standard nl Standaard biedranges
